Position,Company_Name,Job_Description,City,Province,Quota,Registered,Acceptance_Percentage,Registration_Start,Registration_End
"Staff Internal Auditor","Brawijaya Multi Usaha","Melakukan audit internal terhadap sistem, proses, dan kegiatan operasional. Mengidentifikasi risiko dan menilai efektivitas pengendalian internal. Memberikan rekomendasi perbaikan terhadap temuan audit. Menyusun laporan hasil audit dan memantau tindak lanjutnya. Menjamin kepatuhan terhadap kebijakan dan regulasi internal.","KOTA MALANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Staff Operasional","Brawijaya Multi Usaha","Mengelola kegiatan operasional harian sesuai standar prosedur. Mengkoordinasikan pelaksanaan layanan agar efisien dan berkualitas. Memastikan ketersediaan sumber daya untuk kegiatan operasional. Menyusun laporan aktivitas dan hasil operasional. Mengidentifikasi kendala lapangan dan memberikan solusi perbaikan.","KOTA MALANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"SOSILOG","LEMBAGA PEMASYARAKATAN KELAS IIB MOJOKERTO","1. Melakukan kajian sosial terhadap dinamika
warga binaan dan lingkungan kerja.
2. Menyusun analisis sosial sebagai bahan
kebijakan pembinaan.
3. Mengidentifikasi faktor sosial yang
mempengaruhi perilaku narapidana
4. Memberikan masukan strategi pembinaan
sosial","KOTA MOJOKERTO","JAWA TIMUR",4,2,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Staff Sekretaris","Brawijaya Multi Usaha","Mendukung tugas pimpinan dalam pengelolaan agenda dan korespondensi. Mengatur jadwal rapat, perjalanan dinas, dan dokumentasi kegiatan pimpinan. Menyiapkan bahan laporan, notulen, dan arsip penting. Menjalin komunikasi internal maupun eksternal secara profesional. Menjaga kerahasiaan informasi dan dokumen pimpinan","KOTA MALANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola Keuangan dan Anggaran","LEMBAGA PEMASYARAKATAN PEREMPUAN KELAS IIA MALANG","1. Menyusun rencana kebutuhan anggaran tahunan.
2. Mengelola pencairan dan pembukuan keuangan.
3. Membuat laporan pertanggungjawaban anggaran.
4. Memastikan kepatuhan terhadap aturan keuangan negara.","KOTA MALANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Arsiparis","Balai Teknik Perkeretaapian Kelas I Surabaya","Menyusun rencana penyimpanan arsip, monitoring dan evaluasi terhadap fisik arsip, membuat inventaris arsip perorangangan, membuat daftar arsip aktif dan inaktif","KOTA SURABAYA","JAWA TIMUR",1,2,50,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Trans Icon Surabaya  Store Operation","Trans Retail Indonesia","Kalian akan Melakukan proses display produk, inventory produk, canvassing, penanganan kasir dan pelangan, pemetaan konsumen di Transmart Trans Icon Surabaya.","KOTA SURABAYA","JAWA TIMUR",5,2,250,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Penerjemah","KANTOR WILAYAH DIREKTORAT JENDERAL PEMASYARAKATAN JAWA TIMUR","1. Menerjemahkan dokumen, surat, atau naskah 
resmi dari dan ke dalam bahasa asing sesuai 
kebutuhan. 
2. Menyediakan layanan interpretasi lisan dalam 
kegiatan resmi kementerian. 
3. Melakukan penyuntingan hasil terjemahan agar 
sesuai dengan konteks hukum dan kebijakan 
IMIPAS. 
4. Mengarsipkan dokumen hasil terjemahan secara 
tertib dan aman. 
5. Menyusun laporan kegiatan penerjemahan 
sebagai bahan dokumentasi dan evaluasi.","KAB. SIDOARJO","JAWA TIMUR",4,2,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola  Keuangan dan  Anggaran","KANTOR WILAYAH DIREKTORAT JENDERAL PEMASYARAKATAN JAWA TIMUR","1. Menyusun rencana kebutuhan anggaran tahunan. 
2. Mengelola pencairan dan pembukuan keuangan. 
3. Membuat laporan pertanggungjawaban anggaran. 
4. Memastikan kepatuhan terhadap aturan keuangan 
negara.","KAB. SIDOARJO","JAWA TIMUR",4,2,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola  Kehumasan","KANTOR WILAYAH DIREKTORAT JENDERAL PEMASYARAKATAN JAWA TIMUR","1. Menyusun materi layanan informasi untuk media 
elektronik 
2. Menyusun berita pelayanan informasi dan 
kehumasan melalui media: cetak, elektornik dan 
daring (online) 
3. Menyusun naskah pelayanan informasi dan 
kehumasan dalam bentuk: ceramah, piodato, dan 
bahan tayang 
4. Menyelenggarakan penerbitan materi pelayanan 
informasi untuk media cetak, elektronik, dan 
daring (online) 
5. Melaksanakan tugas peliputan kegiatan 
kelembagaan dalan bentuk foto dan video","KAB. SIDOARJO","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola BMN","LEMBAGA PEMASYARAKATAN KELAS IIB JOMBANG","1. Mengelola aset dan inventaris milik negara di unit kerja.
2. Mencatat penerimaan, pemakaian, dan penghapusan barang.
3. Melakukan inventarisasi berkala.
4. Menyusun laporan aset sesuai ketentuan.","KAB. JOMBANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola Fasilitas Umum","LEMBAGA PEMASYARAKATAN KELAS IIB JOMBANG","1. Menyiapkan sarana pendukung kegiatan umum seperti ruang rapat, kendaraan, dan logistik.
2. Memantau penggunaan fasilitas agar efisien.
3. Mengatur perawatan rutin fasilitas umum.
4. Membantu kebutuhan operasional kantor.","KAB. JOMBANG","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Fasilitator Pemerintahan","P4MI Sidoarjo","Fasilitator Pemerintahan mempunyai tugas melaksanakan kegiatan fasilitasi, koordinasi, pengkajian, identifikasi, pengolahan, kompilasi data atau bahan informasi di bidang pemerintahan","KAB. SIDOARJO","JAWA TIMUR",2,2,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Server","PT. Darmo Grande (Whiz Prime Hotel Basuki Rahmat Malang)","melayani tamu secara profesional, mulai dari menyambut, mengambil pesanan, menyajikan makanan dan minuman, hingga menangani pembayaran dan membersihkan area layanan","KOTA MALANG","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Marketing Counter","Digdayakaya Wafira Nusantara","- Melayani Customer yang datang ke counter
- Follow Up customer by phone maupun by WA
- Input data penjualan ke Accurate
- Membuat nota bukti penjualan
- Melakukan kegiatan promosi dan penawaran produk kepada pelanggan","KAB. SIDOARJO","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Construction Project Administration Staff","PT. Sarana Tirta Abadi","1. Membantu tim dalam penyusunan dokumen teknis proyek konstruksi (RAB, Gambar Kerja, TOR, dll). 
2. Melakukan pendataan, pengarsipan, dan pembaruan dokumen-dokumen proyek. 
3. Membantu proses administrasi tender dan laporan proyek. 
4. Berkoordinasi dengan tim lapangan dan perencana untuk memastikan dokumen selalu up to date. 
5. Menyusun rekap data administrasi proyek dalam bentuk softcopy dan hardcopy.","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Marketing Intern","Padepokan Pendekar Hananjaya","Melaksanakan kegiatan pemasaran, promosi, dan analisis pasar untuk meningkatkan penjualan, memperkuat brand awareness, serta mendukung strategi pemasaran perusahaan secara menyeluruh.","KOTA MADIUN","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Sales Administration Intern","Padepokan Pendekar Hananjaya","Memastikan transaksi penjualan, Mendukung kegiatan tim penjualan dalam memperluas jaringan pelanggan, membantu pencapaian target penjualan, serta melakukan kegiatan administrasi dan promosi yang berkaitan dengan distribusi dan pemasaran produk perusahaan.","KOTA MADIUN","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Business Development","Berpikir Revolusioner Indonesia","Melakukan komunikasi aktif dengan calon dan/atau klien melalui telepon, WhatsApp, email, atau media komunikasi lainnya.
Mendukung aktivitas tim sales dalam proses administrasi dan tindak lanjut leads serta client Narasio Data.
Menjaga kepuasan pelanggan dengan menanggapi pertanyaan, keluhan, dan kebutuhan client secara responsif dan profesional.
Melakukan nurturing leads, yaitu menjaga dan mengembangkan hubungan dengan calon klien yang sudah pernah berinteraksi dengan Narasio Data agar tetap terjalin komunikasi yang baik hingga tahap konversi.
Mengupdate database client dan status komunikasi dalam sistem CRM.
Berkoordinasi dengan tim internal untuk memastikan kelancaran proses sales dan pelayanan terhadap client.
Menyusun laporan hasil komunikasi dan follow up kepada Chief of Sales secara berkala.
Melaksanakan tugas dan tanggung jawab lain yang diberikan oleh Chief of Sales.","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Room Attendant","Estrella Duapuluh Dua Indonesia","1. Membantu dalam melasaknakan tugas dan tanggung jawab senior room attendant.
2. Membersihkan kamar hunian tamu sesuai dengan prosedur.
3. Menyiapkan room boy trolley sesuai dengan prosedur.
4. Menerapkan sikap pelayanan prima kepada tamu.
5. Membersihkan kordior kamar hunian tamu dan sekitarnya.","KAB. MOJOKERTO","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Front Desk Agent/Resepsionis","Estrella Duapuluh Dua Indonesia","1. Membantu tamu dalam proses reservasi kamar hunian.
2. Melaksanakan tugas cashier dalam menghandle pembayaran tamu.
3. Melaksanakan pengecekan terhadap harga penjualan sewa kamar hunian
4. Membantu menangani keluhan tamu.
5. Melaksanakan pelayanan prima","KAB. MOJOKERTO","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Drafter Sipil (DS)","Boulevard Anugrah Imerta","tenaga teknis yang bertanggung jawab untuk menerjemahkan konsep desain insinyur/arsitek menjadi gambar kerja teknis (shop drawing, as-built drawing) menggunakan perangkat lunak CAD (AutoCAD, Civil 3D, Revit, dll). Tugas utamanya adalah menghasilkan gambar yang akurat, jelas, dan sesuai standar untuk keperluan konstruksi, tender, dan pengawasan lapangan.","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Account Receivable (AR)","Sejahtera Abadi Solusi","Deskripsi Singkat:
Bertanggung jawab mengelola piutang rumah sakit, melakukan penagihan, rekonsiliasi data keuangan, serta memastikan kelancaran arus kas dan ketepatan pembayaran dari pasien maupun rekanan.

Kualifikasi & Kriteria:

Pendidikan minimal D3/S1 Akuntansi, Keuangan, atau Manajemen.

Memahami proses penagihan, administrasi keuangan, dan rekonsiliasi piutang.

Mampu mengoperasikan Ms. Excel dan sistem keuangan/SIMRS.

Teliti, komunikatif, memiliki kemampuan analisis dan koordinasi yang baik.

Pengalaman di bidang keuangan rumah sakit atau AR menjadi nilai tambah.","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Receptionis","Satoria Prima Persada","Pelayanan Tamu (Guest Handling)
-Menyambut tamu dengan ramah, sopan, dan profesional di area lobby.
- Melakukan proses check-in dan check-out tamu sesuai prosedur hotel.
- Menangani pertanyaan, permintaan, dan keluhan tamu dengan solusi yang cepat dan tepat.
- Memberikan informasi umum tentang fasilitas hotel, layanan tambahan, dan destinasi wisata sekitar.

Reservasi (Reservation Handling)
- Menerima dan mencatat reservasi melalui telepon, email, atau sistem reservasi hotel.
- Memastikan ketersediaan kamar sesuai tipe dan kebutuhan tamu.
- Memasukkan dan memperbarui data tamu pada sistem (PMS – Property Management System).

Administrasi dan Dokumentasi
- Mengisi dan menyimpan dokumen tamu seperti registration form, guest folio, dan laporan harian.
- Mengelola data tamu, transaksi pembayaran, serta laporan occupancy dan room status.
- Berkoordinasi dengan departemen lain (Housekeeping, Concierge, F&B) untuk memastikan kenyamanan tamu.

Komunikasi dan Koordinasi
- Melakukan komunikasi efektif dengan tim Front Office dan departemen lain terkait kebutuhan tamu.
- Melaporkan kejadian penting atau guest feedback kepada Supervisor atau Duty Manager.
- Membantu dalam kegiatan guest relation dan VIP handling bila diperlukan.

Penampilan dan Etika Kerja
- Menjaga penampilan (grooming) sesuai standar hotel.
- Menerapkan sikap ramah, disiplin, dan berorientasi pada kepuasan tamu.
- Menjaga kerahasiaan data dan kenyamanan tamu.","KOTA SURABAYA","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"ENGINEERING","Mandiri Sukses Sejahtera","membantu tim dalam melakukan pemeliharaan rutin dan perbaikan kecil pada fasilitas hotel, seperti sistem kelistrikan ringan, HVAC, dan plumbing","KAB. SIDOARJO","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Civil Structure Designer","PT. Sindopex Perotama","Mampu membuat design struktur dengan benar. Sangat memahami Safety & Structure Integrity. Memiliki kemampuan interpersonal yang baik. Dapat bekerjasama dibawah tekanan sekalipun. Memiliki Integritas dan kemandirian. Mau mempelajari dan melaksanakan hal baru demi kemajuan perusahaan. Memiliki Sertifikasi yang mendukung pekerjaan struktur ini.","KAB. SIDOARJO","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Magang Engineering","PT. Sekawan Bhakti Intiland","Melaksanakan dan menyelesaikan semua pekerjaan/permintaan pemeliharaan sesuai jadwal yang ditetapkan dan memastikan kualitas pekerjaan. 
Memberikan perhatian khusus pada pekerjaan yang berhubungan dengan tamu.
Mengoperasikan mesin/peralatan yang ditugaskan untuk menyediakan utilitas yang berkelanjutan dan konsisten yang diperlukan untuk operasional.
Menangani dan merawat semua perkakas listrik dengan benar.
Memastikan kebersihan semua area kerja dan melindungi lingkungan sekitar saat menjalankan tugas.
Memastikan penyelesaian perintah kerja dan tugas pemeliharaan preventif tepat waktu. 
Membantu pekerja atau teknisi lain jika diminta oleh Atasan.","KOTA SURABAYA","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Marketing Communication","Satoria Prima Persada","Kegiatan Promosi dan Publikasi
- Membantu dalam pembuatan dan penyebaran materi promosi (poster, brosur, flyer, banner, digital content).
- Membantu dalam pelaksanaan kampanye pemasaran hotel melalui media sosial, website, dan platform digital lainnya.
- Mengupdate konten promosi di kanal online (Instagram, Facebook, TikTok, WhatsApp Business, dan lain-lain).
- Membantu membuat laporan hasil promosi dan analisis engagement media sosial.
- Kegiatan Komunikasi dan Hubungan Masyarakat (Public Relations)
- Membantu menjalin komunikasi dengan media, komunitas, dan mitra kerja.
- Mendukung kegiatan publik seperti event promosi, kunjungan tamu VIP, press release, dan media gathering.
- Membantu penyusunan siaran pers (press release) dan dokumentasi kegiatan hotel.

Desain dan Konten Kreatif
- Membantu membuat konsep konten kreatif untuk media sosial (foto, video, reels, story).
- Mendukung tim Marcom dalam kegiatan foto dan video produk atau acara hotel.
- Mengarsipkan materi foto/video untuk kebutuhan promosi dan dokumentasi.

Administrasi dan Koordinasi
- Membantu menyusun laporan kegiatan promosi dan pencapaian marketing mingguan/bulanan.
- Melakukan pendataan dan pengarsipan kerja sama promosi dengan vendor atau media.
- Berkoordinasi dengan departemen lain (F&B, Front Office, Sales) untuk kebutuhan promosi dan branding.

Sikap dan Etika Kerja
- Menjaga penampilan profesional dan komunikasi yang sopan.
- Memiliki inisiatif, kreativitas, dan kemampuan bekerja dalam tim.
- Memahami citra dan standar brand hotel dalam setiap aktivitas promosi.","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Fisioterapi","Pelindo Husada Citra","Melaksanakan tugas sebagai Fisioterapi sesuai kompetensinya","KOTA SURABAYA","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Social Media Marketing","Adhitama Mitra Nusantara","Strategi dan Perencanaan
Pembuatan Content Plan
Produksi dan Pengelolaan Konten
Interaksi dan Komunitas
Analisis dan Evaluasi","KAB. SIDOARJO","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Teknisi","E Labora Sumenep Madura","Teknisi Perkantoran bertugas memastikan seluruh peralatan dan sistem pendukung administrasi perkantoran berfungsi dengan baik.","KAB. SUMENEP","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pramuniaga","Mds Johar Plaza Jember","Pelayanan dan penjualan produk","KAB. JEMBER","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"HR Officer","Setia Budi","Administrasi ketenagakerjaan (Filling, pencatatan)","KOTA MADIUN","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Staf Teknik","Jwalita Energi Trenggalek Perseroda","1. menyusun dan mengevaluasi kebijakan dibidang teknik;
2. menyusun program kegiatan dan kebutuhan anggaran di bagian teknik serta bertanggung jawab atas efektivitas dan efisiensi tugas bagiannya;
3. menyusun dan mengevaluasi norma-norma dalam bidang teknik;
4. memonitor dan mengevaluasi kinerja bidang teknik;
5. memonitor dan mengevaluasi kinerja bidang instalasi, traksi, sipil dan listrik
6. melakukan evaluasi terhadap permintaan pembelian dari Unit Usaha;
7. mengembangkan teknik manajemen bidang teknik secara inovatif guna meningkatkan produktivitas, efisiensi, dan kualitas;
8. menyusun program pengembangan, pembinaan dan melaksanakan penilaian karyawan di bagian teknik;
9. membina kerjasama yang baik dengan unit usaha terkait, sehingga tugas-tugas dan kebijakan yang digariskan Direksi dapat terlaksana dengan baik;
10. membuat laporan kepada Direksi tentang pelaksanaan tugas bagian secara periodik (bulanan, triwulan, semester dan tahunan);
11. bertanggung jawab terhadap rencana pembangunan unit usaha baru yang melibatkan design teknis civil engineering.
12. melakukan aktivitas operasional unit usaha PLTS, meliputi promosi, pemasaran/penjualan, pengadaan dan perawatan after sales unit PLTS;
13. mengelola workshop PLTS","KAB. TRENGGALEK","JAWA TIMUR",1,3,33.33,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Operator Las","PT Tedmoninndo Pratamasemesta","1. Membantu User Membuat Tangki Stainless dan Kaki Stainless
2. Melakukan Perbaikan Tangki 
3. Menyiapkan Bahan
4. Membuat Laporan Harian Kerja
5. Membantu Karyawan Lain Yang Berkaitan Dengan Las","KOTA SURABAYA","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Marketing Communication","Israfa Sentosa Watara","Deskripsi Pekerjaan:
Marketing Communication bertanggung jawab untuk merancang, melaksanakan, dan mengevaluasi strategi komunikasi pemasaran lembaga guna meningkatkan brand awareness, engagement publik, serta mendukung capaian target program atau penjualan. Posisi ini menggabungkan kemampuan kreatif dan analitis dalam mengelola berbagai kanal komunikasi, baik online maupun offline termasuk media sosial, publikasi, kampanye digital, dan kegiatan promosi. Selain itu, Marketing Communication juga berperan dalam menjaga citra positif lembaga melalui pesan komunikasi yang konsisten, menarik, dan sesuai dengan nilai-nilai organisasi.

Kualifikasi:
1. Terampil menggunakan media sosial, digital marketing tools, dan platform desain (seperti Canva atau Adobe Creative Suite).
2. Memahami strategi komunikasi merek (branding) dan publikasi digital.
3. Mampu bekerja sama dengan tim desain, program, dan fundraising.
4. Memiliki kemampuan presentasi dan komunikasi interpersonal yang baik.
5. Berorientasi pada target, detail, dan mampu bekerja di bawah tekanan.","KAB. SIDOARJO","JAWA TIMUR",2,3,66.67,"2025-11-06 00:00:00","2025-11-14 23:59:59"
